MODEL RESULTS for run at: cv_rf_100_X_tillwk4_qids_c__final_y_lvl2_rem_qids_c_tillwk4__final_all_20200811-0020.txt

Model Parameters:-----------------------------------
Evaluation: cv
Model: rf
Feature selection: all
X is: C:\Users\jjnun\Documents\Sync\Research\1_CANBIND_Replication\teyden-git\data\final_datasets\to_run_20200809\X_tillwk4_qids_c__final.csv
y is: C:\Users\jjnun\Documents\Sync\Research\1_CANBIND_Replication\teyden-git\data\final_datasets\\to_run_20200809\y_lvl2_rem_qids_c_tillwk4__final.csv
100 runs of 10-fold CV

Summary of Results:------------------------------------
Mean accuracy is: 0.6746, with Standard Deviation: 0.002273
Mean balanced accuracy is: 0.6974, with Standard Deviation: 0.002257
Mean AUC is: 0.7747, with Standard Deviation: 0.001225
Mean sensitivty is: 0.8073, with Standard Deviation: 0.003499
Mean specificty is: 0.5874, with Standard Deviation: 0.003228
Mean precision is: 0.5633, with Standard Deviation: 0.002163
Mean f1 is: 0.6627, with Standard Deviation: 0.0023
Mean true positive is: 0.3206, with Standard Deviation: 0.001294
Mean false positive is: 0.2487, with Standard Deviation: 0.001954
Mean true negative is: 0.3540, with Standard Deviation: 0.001954
Mean false negative is: 0.0767, with Standard Deviation: 0.001293
Mean number of features used is: 466.5436 of 480, with Standard Deviation: 0.1064

Feature Importance And Use:---------------------------
Top 30 Features by importance, in descending order (1st most important):
By position in data matrix, 1 added to skip index=0 
[380 478 480 479 397 368 427 414 467  82 276   3 428 363 346 100 274 376
  35 385 464 465 377 364  30 462  75 391 373 472]
qids01_w2c__qstot
imput_idsc5w2
imput_qidscpccg

imput_idsc5pccg
qids01_w2sr__qstot
qids01_w2c__vmdsd
sfhs01__pcs12
qlesq01__totqlesq
wsas01__totwsas
dm01_w0__totincom
phx01__episode_date
interview_age
sfhs01__mcs12
qids01_w0sr__qstot
qids01_w0c__qstot
hrsd01__hdtot_r
phx01__dage
qids01_w2c__vintr
dm01_enroll__educat
qids01_w2sr__vmdsd
wsas01__wsas03
wsas01__wsas04
qids01_w2c__vengy
qids01_w2c__vsoin
dm01_enroll__resm
wsas01__wsas01
dm01_w0__mempl
qids01_w2sr__vvwsf
qids01_w2c__vcntr
imput_gibbons

Statistical Significance:----------------------------
Raw results:----------------------------------------
Accuracies
[0.67661438,0.67460672,0.6756287,0.6756155,0.67790808,0.67330752,0.67364084,0.67793778,0.67594552,0.67163649,0.67429429,0.67260896,0.67294559,0.67396537,0.67660558,0.67527227,0.67625575,0.66995446,0.6756221,0.67263207,0.67330092,0.67363204,0.6756298,0.67460232,0.6756089,0.67128996,0.67625135,0.67363424,0.67926228,0.67628105,0.67196981,0.6782645,0.67661988,0.67096434,0.67527997,0.67097974,0.6756122,0.67463092,0.67329762,0.67761105,0.67694,0.67130646,0.67196871,0.67263757,0.67627665,0.67958021,0.67394447,0.67529207,0.67793888,0.67264087,0.67627995,0.67827111,0.67493344,0.67097094,0.67396647,0.67460782,0.6756155,0.6742954,0.67260236,0.67363864,0.67528327,0.67427889,0.67297089,0.6743196,0.67527557,0.67461442,0.6782546,0.6756056,0.67827111,0.6742976,0.67262546,0.67494005,0.67759345,0.67328882,0.67128996,0.67197531,0.67594992,0.67494115,0.67462652,0.67827661,0.67461002,0.67725793,0.67527667,0.67362324,0.67663308,0.67427999,0.67161779,0.67230424,0.67593782,0.66995446,0.66834723,0.67261886,0.6756034,0.67728213,0.67627005,0.67194671,0.67031418,0.67397747,0.6769422,0.6769301,]
Balanced Accuracies
[0.69867861,0.69702592,0.69872145,0.69877454,0.7006114,0.69759112,0.69691094,0.70104797,0.69769492,0.69388637,0.69746721,0.69581448,0.69774798,0.69738169,0.69853267,0.69809135,0.69987702,0.69385553,0.69837355,0.69493447,0.69637256,0.69654003,0.69785583,0.69775266,0.69874989,0.69448054,0.69944782,0.69585832,0.70149765,0.69812101,0.69520933,0.70049819,0.69927813,0.69357118,0.69707725,0.69245336,0.69909261,0.69750079,0.69649681,0.70049559,0.69998774,0.69405873,0.69422541,0.69545054,0.69899056,0.70264133,0.69767028,0.69786634,0.69964964,0.69599146,0.69927067,0.69888656,0.69730155,0.69428056,0.69602147,0.69806343,0.69837849,0.69888473,0.69744621,0.69774234,0.69886395,0.69748998,0.69519311,0.69680707,0.69692485,0.69723275,0.70016019,0.69873676,0.70058149,0.69728029,0.69488094,0.69897944,0.70020218,0.69734696,0.6936945,0.69459581,0.69890779,0.69709294,0.69590551,0.6996491,0.6971331,0.69960058,0.6968953,0.69657113,0.69873639,0.69726793,0.69636015,0.69428861,0.69770266,0.69141167,0.68981237,0.69462307,0.69876661,0.70026656,0.69904919,0.69519513,0.69268918,0.696962,0.69930886,0.69893925]
AUCs
[0.77481232,0.77380399,0.77516597,0.77553143,0.77615195,0.77492878,0.77516623,0.77458941,0.77404367,0.77309839,0.77343413,0.77571695,0.77416573,0.77479638,0.77317232,0.77441159,0.77679309,0.77430493,0.77404063,0.7737265,0.77461444,0.77350922,0.7759655,0.77311079,0.77418866,0.77551357,0.77373657,0.77551438,0.77551238,0.77464499,0.77519387,0.77687748,0.77697275,0.77538754,0.77455204,0.77414612,0.77592486,0.77444668,0.77421921,0.77565911,0.7754376,0.77319336,0.7738794,0.77400078,0.77435501,0.77614136,0.77528192,0.77431078,0.77417198,0.77529606,0.77367833,0.77643475,0.77435209,0.77237125,0.77348741,0.77571623,0.77645626,0.77553032,0.77425115,0.77623932,0.77517291,0.77468753,0.77445433,0.77263438,0.77139968,0.77112432,0.7759255,0.77443095,0.77564994,0.77558614,0.77278751,0.77686214,0.77465255,0.77627532,0.77334902,0.77618646,0.77448076,0.77597768,0.77274843,0.77672918,0.77426408,0.77421489,0.77340247,0.77660579,0.77597636,0.77635207,0.7748968,0.77430498,0.77462045,0.77348514,0.77179997,0.77407145,0.77410405,0.77593677,0.77314607,0.77403006,0.77473571,0.77542812,0.77339032,0.77481805]
Sensitivites
[0.80631791,0.80647072,0.80765203,0.81096972,0.81186118,0.81229016,0.80749665,0.81472352,0.80586429,0.80415352,0.80905703,0.80942096,0.81277371,0.80596411,0.80514492,0.8111136,0.8094156,0.80832043,0.80941886,0.80259071,0.80903257,0.8077765,0.80437677,0.80941425,0.80970341,0.80573915,0.80955095,0.80537769,0.81109366,0.80395378,0.80288331,0.80776897,0.80816681,0.79979827,0.80290771,0.80026326,0.81009078,0.80980753,0.80657012,0.81324953,0.80855602,0.80375473,0.80189486,0.8071732,0.80887026,0.81275571,0.80818334,0.80719967,0.80566651,0.81009562,0.8081593,0.80211568,0.80620435,0.80612874,0.80570362,0.80876608,0.81013946,0.81443924,0.81310146,0.8122853,0.81130445,0.80600791,0.80567677,0.80679885,0.80475982,0.80895385,0.80677039,0.81097236,0.80905464,0.80690085,0.80427913,0.81021652,0.81104479,0.81066173,0.80304896,0.80463982,0.81042778,0.80316403,0.80328918,0.80527928,0.80456955,0.81037519,0.80404987,0.80538591,0.80629645,0.80744283,0.80902566,0.8022615,0.80527177,0.79787128,0.79940638,0.80158379,0.80834149,0.81210113,0.81074734,0.80721034,0.80074509,0.8072924,0.8112881,0.80475349]
Specificities
[0.59103932,0.58758111,0.58979086,0.58657936,0.58936161,0.58289207,0.58632523,0.58737243,0.58952556,0.58361923,0.5858774,0.582208,0.58272224,0.58879927,0.59192042,0.58506911,0.59033844,0.57939063,0.58732824,0.58727822,0.58371255,0.58530356,0.59133489,0.58609107,0.58779637,0.58322193,0.58934468,0.58633895,0.59190165,0.59228824,0.58753535,0.59322741,0.59038946,0.58734409,0.59124679,0.58464346,0.58809445,0.58519405,0.5864235,0.58774166,0.59141946,0.58436273,0.58655597,0.58372788,0.58911085,0.59252696,0.58715721,0.58853302,0.59363277,0.58188731,0.59038205,0.59565743,0.58839874,0.58243238,0.58633932,0.58736079,0.58661751,0.58333022,0.58179097,0.58319937,0.58642345,0.58897205,0.58470946,0.58681529,0.58908989,0.58551165,0.59355,0.58650116,0.59210834,0.58765973,0.58548275,0.58774236,0.58935958,0.58403218,0.58434005,0.5845518,0.5873878,0.59102184,0.58852184,0.59401892,0.58969665,0.58882598,0.58974073,0.58775634,0.59117633,0.58709303,0.58369463,0.58631571,0.59013356,0.58495206,0.58021836,0.58766235,0.58919174,0.588432,0.58735104,0.58317991,0.58463327,0.58663161,0.58732962,0.59312502]
Precisions
[0.5658999,0.56278974,0.56451845,0.56350635,0.56567047,0.56130143,0.56204629,0.56492816,0.56414275,0.55971066,0.56286196,0.56027142,0.56176562,0.56403997,0.56512767,0.56307455,0.56579731,0.55925513,0.56393362,0.56169937,0.56178862,0.56148335,0.56520629,0.56305976,0.56398854,0.56004193,0.56564114,0.56186558,0.5675578,0.564581,0.56148526,0.56661948,0.5655238,0.5613959,0.56356294,0.55962653,0.56508419,0.56269188,0.56223247,0.56545824,0.56556822,0.56061862,0.5607746,0.56062364,0.56422737,0.56821692,0.56338807,0.56395006,0.5662917,0.56101438,0.56486202,0.56634985,0.563065,0.55991518,0.56252621,0.56339024,0.56454129,0.56248397,0.56157552,0.56250509,0.5638631,0.56369591,0.56103019,0.56263941,0.56366706,0.56328613,0.56676024,0.56417172,0.56625022,0.56311984,0.56336165,0.56424401,0.56505899,0.56204651,0.55893463,0.56104222,0.56464738,0.56423826,0.56223636,0.56644233,0.56518217,0.56522539,0.56384155,0.56285719,0.56552602,0.56345915,0.5612849,0.5613015,0.56460336,0.5590175,0.55706221,0.56129839,0.56483529,0.56679442,0.56477697,0.56056428,0.55961102,0.56285084,0.5641815,0.56617331]
F1s
[0.66443353,0.66211152,0.66346186,0.66382887,0.66650165,0.66275725,0.6617957,0.66640612,0.66305837,0.65979046,0.66321191,0.66178315,0.66249588,0.66210593,0.66341487,0.66425147,0.66438195,0.66021452,0.66436826,0.66033016,0.6623373,0.66146868,0.66322521,0.66354286,0.66414509,0.65988119,0.66488194,0.66090296,0.6673016,0.66228842,0.6589059,0.66533487,0.66423977,0.65805867,0.6615697,0.65854759,0.66454436,0.66344626,0.66183591,0.66664849,0.66461175,0.65983068,0.65932583,0.66084208,0.66396569,0.66808217,0.66228235,0.66352767,0.66457888,0.66243776,0.66383506,0.66317727,0.66236486,0.65960267,0.66200946,0.66299893,0.66490354,0.66437846,0.66299039,0.66354902,0.66440643,0.66194613,0.66101955,0.66249338,0.6627357,0.6635147,0.66545569,0.66479835,0.66578666,0.6623567,0.66138463,0.66347964,0.66568837,0.66249749,0.65800939,0.66025247,0.66500161,0.66205216,0.66099539,0.66452851,0.66259303,0.66568737,0.66240629,0.66181742,0.66384053,0.662847,0.66070848,0.66011473,0.66315762,0.65695137,0.65565222,0.65940898,0.66332755,0.66679573,0.66470753,0.6609747,0.65769945,0.66225821,0.6654433,0.66397946]
Number of features used
[466.54333333,466.68,466.52,466.41666667,466.57333333,466.39333333,466.49666667,466.69,466.8,466.50333333,466.53333333,466.44666667,466.57666667,466.67333333,466.58333333,466.36333333,466.54,466.53666667,466.57666667,466.43333333,466.60333333,466.48333333,466.52666667,466.57666667,466.59666667,466.61333333,466.53333333,466.53666667,466.62333333,466.61333333,466.54333333,466.53,466.59666667,466.47,466.39666667,466.64,466.42333333,466.52333333,466.57666667,466.80333333,466.56,466.35,466.55,466.54666667,466.55666667,466.36333333,466.47,466.57,466.37,466.63333333,466.70333333,466.50333333,466.47,466.51333333,466.51,466.64,466.58,466.60333333,466.53666667,466.57333333,466.72333333,466.55666667,466.51666667,466.43666667,466.39333333,466.60666667,466.51333333,466.54666667,466.22333333,466.49,466.71,466.54666667,466.59333333,466.74333333,466.71333333,466.56666667,466.55666667,466.38333333,466.45666667,466.62333333,466.46,466.39666667,466.69,466.66,466.57,466.39,466.51333333,466.41,466.52333333,466.27333333,466.58333333,466.70666667,466.54,466.63333333,466.55333333,466.44333333,466.64,466.45,466.68,466.65333333]
Mean Feature importances Across Runs
[1.1770e-03,1.1800e-03,8.2997e-03,1.4172e-03,1.7423e-03,7.8126e-04,1.8945e-03,2.0991e-03,1.5425e-03
,6.5959e-04,1.4788e-03,2.1524e-03,1.7647e-03,1.6318e-03,1.8672e-03,1.0258e-03,1.7331e-03,9.4019e-04
,1.6696e-04,3.9678e-03,1.1484e-03,1.1269e-03,2.5570e-05,1.0580e-03,1.6735e-03,3.5905e-04,3.6201e-04
,5.1937e-07,0.0000e+00,6.5841e-03,1.1248e-03,3.3654e-03,1.6377e-03,3.7307e-03,7.4645e-03,1.4410e-03
,1.9238e-03,1.9382e-03,3.9444e-03,1.4232e-03,4.5531e-04,5.2325e-04,1.2723e-03,1.9242e-04,4.4360e-05
,5.6011e-07,7.8181e-05,6.6322e-04,1.3945e-03,1.1843e-03,1.0310e-03,6.3970e-04,1.2415e-03,7.3042e-04
,8.6894e-04,4.2909e-04,7.8827e-04,7.9826e-04,1.8254e-03,8.3847e-04,5.0517e-04,7.4133e-04,1.0769e-03
,1.3594e-04,1.0096e-03,7.9620e-04,7.8719e-04,6.5411e-04,6.5514e-04,1.0636e-03,1.0165e-03,1.5956e-03
,1.6873e-03,1.1118e-03,6.3915e-03,9.4115e-04,1.9726e-03,4.8669e-04,7.8653e-04,7.4523e-04,1.6659e-03
,9.2559e-03,1.8928e-03,1.7469e-03,1.6324e-03,2.3108e-03,2.5353e-03,9.1146e-04,1.6864e-03,1.4433e-03
,2.6744e-03,2.3283e-03,2.2116e-03,2.1246e-03,2.1679e-03,1.3772e-03,2.0582e-03,2.0694e-03,1.9107e-03
,7.8028e-03,2.7283e-03,2.2787e-03,2.1259e-03,1.6335e-03,2.0415e-03,2.8059e-03,1.9681e-03,2.5758e-03
,2.6436e-03,2.2008e-03,9.4139e-04,2.4267e-03,2.1155e-03,1.8056e-03,1.9222e-03,1.6883e-03,2.3649e-03
,2.3131e-03,2.4441e-03,1.9302e-03,2.9747e-03,3.5199e-03,2.9093e-03,2.1821e-03,1.5778e-03,2.5265e-03
,2.7379e-03,2.5099e-03,2.0261e-03,2.3249e-03,2.1538e-03,8.6252e-04,5.7918e-04,9.5966e-04,1.1627e-03
,9.4965e-04,7.2300e-04,7.7178e-04,9.6494e-04,9.4339e-04,9.9370e-04,1.0070e-03,1.1509e-03,7.3989e-04
,9.3630e-04,8.5663e-04,1.0065e-03,8.3075e-04,9.2129e-04,1.0212e-03,9.7114e-04,1.0162e-03,1.0037e-03
,7.1169e-04,8.7523e-04,1.2683e-03,1.3906e-03,1.5457e-03,1.0728e-03,1.4308e-03,1.0475e-03,1.2999e-03
,1.1837e-03,1.4370e-03,1.2427e-03,1.2449e-03,1.0750e-03,1.0465e-03,1.0219e-03,1.0898e-03,1.1414e-03
,1.1396e-03,1.4150e-03,1.0607e-03,9.6126e-04,1.1508e-03,1.1534e-03,9.2611e-04,8.8985e-04,9.7318e-04
,9.5330e-04,8.7039e-04,9.5061e-04,9.0268e-04,7.9143e-04,6.0177e-04,1.0577e-03,7.6846e-04,1.1292e-03
,1.4267e-03,8.9640e-04,9.1511e-04,7.1619e-04,9.8802e-04,6.0803e-04,9.7367e-04,1.1454e-03,1.4641e-03
,1.0174e-03,1.1418e-03,1.1550e-03,1.0858e-03,1.0151e-03,8.0363e-04,8.0538e-04,7.2847e-04,8.3166e-04
,8.9100e-04,8.1288e-04,1.1118e-03,1.0734e-03,4.5446e-04,3.1448e-04,2.9319e-04,7.0991e-04,1.5004e-03
,8.8965e-04,2.4485e-03,1.6045e-03,9.3451e-04,1.3472e-03,1.0389e-03,8.3605e-04,4.6173e-04,1.2358e-03
,1.2055e-03,1.0096e-03,1.0480e-03,1.0277e-03,1.2420e-03,1.0453e-03,1.0480e-03,1.1572e-03,8.1911e-04
,8.4697e-04,1.0178e-03,1.0567e-03,1.0019e-03,1.1332e-03,1.2762e-03,1.0540e-03,7.7778e-04,6.8765e-04
,5.3698e-04,8.7402e-04,6.8216e-04,6.4698e-04,5.0015e-04,3.8307e-04,3.7517e-04,7.0084e-04,3.7287e-04
,3.9218e-04,1.3118e-03,1.0108e-03,1.0679e-03,9.8153e-04,9.3340e-04,9.5296e-04,9.4452e-04,8.9889e-04
,9.1034e-04,1.0052e-03,1.2369e-03,1.7287e-03,8.9770e-04,6.8399e-04,8.7725e-04,1.3575e-03,1.3970e-03
,7.6000e-04,9.2618e-04,8.0734e-04,7.7404e-03,4.4700e-03,9.0847e-03,1.0750e-03,2.9158e-04,3.0035e-04
,7.5909e-05,4.5601e-04,1.2615e-04,5.3250e-04,7.1140e-04,4.0588e-04,1.0661e-03,1.0847e-03,8.4933e-04
,8.5231e-05,9.1590e-05,9.8441e-05,4.7493e-06,6.5516e-05,9.6486e-05,1.0319e-03,1.0887e-03,1.2291e-03
,8.4849e-04,6.7920e-04,4.3624e-04,5.5428e-04,1.7311e-04,1.0546e-03,1.0319e-03,8.4963e-04,3.4832e-04
,9.9810e-04,5.8214e-04,8.0446e-04,5.4823e-04,4.1727e-04,2.1550e-04,2.1558e-04,3.4811e-05,1.1381e-03
,1.8135e-05,0.0000e+00,0.0000e+00,0.0000e+00,4.5925e-04,3.1867e-04,3.2952e-05,1.1615e-04,1.9603e-04
,9.8663e-05,3.7731e-05,4.5034e-05,8.0785e-05,1.1507e-04,2.8505e-03,2.2347e-03,2.1837e-03,1.7237e-03
,2.2117e-03,2.0464e-03,1.6476e-03,1.8331e-03,1.8643e-03,2.5165e-03,2.1900e-03,1.9923e-03,2.0005e-03
,1.9334e-03,1.8411e-03,1.9070e-03,7.8838e-03,3.0898e-03,2.3523e-03,2.3635e-03,2.0318e-03,2.5181e-03
,1.9761e-03,1.8411e-03,1.9314e-03,2.0339e-03,2.4608e-03,2.3330e-03,1.8942e-03,2.4667e-03,2.5788e-03
,2.3277e-03,2.8909e-03,7.9565e-03,6.6383e-03,3.7402e-03,2.7265e-03,1.8474e-03,1.3386e-02,2.2431e-03
,1.2449e-03,1.7436e-03,1.3247e-03,5.8543e-03,4.4712e-03,2.0202e-03,7.4720e-03,6.9055e-03,3.6869e-03
,2.9416e-03,2.3008e-02,4.6290e-03,3.0079e-03,3.6068e-03,1.8230e-03,7.4385e-03,2.0718e-03,1.2163e-03
,1.7888e-03,1.3118e-03,3.2812e-03,6.3450e-03,1.9021e-03,3.7957e-03,4.3684e-03,4.2558e-03,4.1845e-03
,1.5811e-02,2.5978e-03,2.1519e-03,2.9306e-03,2.5963e-03,2.8844e-03,3.8725e-03,2.8401e-03,2.7622e-03
,2.8939e-03,3.2440e-03,3.8610e-03,5.2537e-03,3.5373e-03,2.3589e-03,3.1836e-03,2.2679e-03,1.1747e-02
,4.1916e-03,3.6546e-03,3.1126e-03,1.7198e-03,1.7262e-03,5.4483e-04,8.4460e-04,3.7701e-03,2.8577e-03
,2.6812e-03,2.8246e-03,4.3644e-03,1.3252e-02,8.1968e-03,3.6179e-03,3.7573e-03,3.4277e-03,9.6032e-04
,1.0387e-03,3.6055e-03,1.1734e-03,7.8751e-04,2.2207e-04,1.2387e-03,7.3160e-04,3.5095e-04,5.1989e-04
,1.0725e-04,1.1186e-04,3.1473e-04,4.7262e-04,7.6334e-04,1.3908e-03,1.0263e-03,2.7505e-03,1.1349e-03
,3.0338e-03,1.5626e-03,5.7457e-03,3.0284e-03,5.0359e-03,5.0402e-03,3.2958e-03,5.3858e-03,3.0269e-03
,5.0464e-03,4.2175e-03,6.4002e-03,4.8575e-03,7.2074e-03,7.2012e-03,4.9288e-03,1.1155e-02,1.1626e-03
,4.2959e-03,4.8603e-03,4.9882e-03,5.7983e-03,5.0437e-03,3.9973e-03,5.1034e-03,4.1775e-03,4.9601e-03
,1.9089e-02,1.7016e-02,1.7909e-02]
Mean Feature importances std. deviation Across Runs
[1.8131e-05,1.8516e-05,5.2233e-05,1.9011e-05,2.6267e-05,1.3860e-05,2.3435e-05,2.9264e-05,1.9182e-05
,1.2994e-05,2.1308e-05,2.7046e-05,2.4915e-05,2.3627e-05,2.1213e-05,1.8178e-05,2.2392e-05,1.4367e-05
,6.4303e-06,1.0600e-04,1.8172e-05,1.8178e-05,2.4650e-06,1.9662e-05,4.2390e-05,9.0843e-06,9.7915e-06
,2.8355e-07,0.0000e+00,4.7708e-05,1.7956e-05,2.7600e-05,2.3888e-05,3.1324e-05,7.6327e-05,2.3382e-05
,2.4495e-05,2.5617e-05,3.5115e-05,2.3153e-05,1.1229e-05,9.1107e-06,1.9674e-05,6.0499e-06,4.0896e-06
,2.4746e-07,4.1398e-06,1.2271e-05,2.5265e-05,1.8209e-05,1.7110e-05,1.1867e-05,1.9951e-05,1.3500e-05
,1.7242e-05,1.0847e-05,1.4338e-05,1.4406e-05,3.9062e-05,1.4981e-05,1.1190e-05,1.9633e-05,1.9993e-05
,6.8733e-06,1.9933e-05,1.6151e-05,1.5389e-05,1.1667e-05,1.2432e-05,2.1034e-05,2.1760e-05,3.0535e-05
,3.5357e-05,2.4477e-05,6.2166e-05,1.9370e-05,2.7655e-05,1.1404e-05,1.6351e-05,1.5472e-05,2.6998e-05
,8.1426e-05,3.1608e-05,2.1300e-05,2.0912e-05,2.9912e-05,2.6719e-05,1.6127e-05,1.7608e-05,1.7796e-05
,2.7233e-05,2.7213e-05,2.3246e-05,2.4589e-05,2.5862e-05,2.0180e-05,2.3847e-05,2.5056e-05,2.2891e-05
,8.2204e-05,3.4288e-05,2.3065e-05,2.6411e-05,2.2303e-05,2.4108e-05,2.9722e-05,2.3088e-05,2.6720e-05
,2.6126e-05,2.2347e-05,1.4527e-05,2.4959e-05,2.5687e-05,2.2955e-05,2.2034e-05,2.2690e-05,2.5587e-05
,2.9678e-05,2.4812e-05,2.1843e-05,4.2503e-05,4.8722e-05,3.6249e-05,2.5025e-05,1.9738e-05,3.1914e-05
,2.9541e-05,3.1680e-05,2.3573e-05,2.3943e-05,2.3852e-05,1.6377e-05,1.1849e-05,1.5997e-05,1.4262e-05
,1.6757e-05,1.2365e-05,1.6213e-05,1.4945e-05,1.4592e-05,1.6103e-05,1.6494e-05,2.1122e-05,1.5765e-05
,1.5235e-05,1.6322e-05,1.8846e-05,1.3039e-05,1.3391e-05,1.6691e-05,1.6962e-05,1.6075e-05,1.6299e-05
,1.3798e-05,1.5083e-05,2.2813e-05,2.9390e-05,2.7890e-05,1.8352e-05,2.7346e-05,1.8394e-05,2.1917e-05
,1.6245e-05,2.5365e-05,2.2295e-05,2.3998e-05,1.9270e-05,1.9692e-05,1.4383e-05,2.0223e-05,2.3096e-05
,2.1990e-05,3.1497e-05,1.9960e-05,1.7155e-05,2.1381e-05,2.1897e-05,1.6454e-05,1.4559e-05,1.6597e-05
,1.5876e-05,1.2620e-05,1.5348e-05,1.5599e-05,1.3552e-05,1.2669e-05,1.8630e-05,1.3510e-05,1.7558e-05
,2.8519e-05,1.6603e-05,1.8829e-05,1.5713e-05,1.9524e-05,1.1009e-05,1.7529e-05,2.4915e-05,3.3643e-05
,1.6879e-05,2.2741e-05,2.0154e-05,2.3648e-05,1.8979e-05,1.2766e-05,1.4341e-05,1.4000e-05,1.4242e-05
,1.6579e-05,1.4127e-05,1.9655e-05,1.8265e-05,1.0967e-05,9.4757e-06,7.9862e-06,1.9096e-05,3.3167e-05
,1.6313e-05,5.9682e-05,3.6415e-05,1.8170e-05,2.9877e-05,1.8651e-05,1.5990e-05,1.1112e-05,2.3368e-05
,2.2551e-05,1.7346e-05,1.7992e-05,1.5714e-05,2.4444e-05,1.6563e-05,1.7521e-05,2.0491e-05,1.5356e-05
,1.4977e-05,1.5989e-05,1.5634e-05,1.7602e-05,2.0532e-05,2.4819e-05,1.7774e-05,1.4932e-05,1.2374e-05
